file_name,AU01_w,AU02_w,AU04_w,AU05_w,AU06_w,AU07_w,AU09_w,AU10_w,AU11_w,AU12_w,AU14_w,AU15_w,AU17_w,AU20_w,AU23_w,AU24_w,AU25_w,AU26_w,AU28_w,AU43_w
F1330_05_1_M.png,0.71,0.49,0.78,0.23,0.13,0.00,0.27,0.20,0.00,0.03,0.16,0.81,0.49,0.00,0.57,0.10,0.95,0.64,0.48,0.87
F1330_06_1_H.png,0.61,0.31,0.50,0.22,0.16,1.00,0.26,0.49,0.00,0.05,0.28,0.65,0.64,0.00,0.46,0.42,0.71,0.26,0.16,0.81
F1330_06_1_L.png,0.39,0.33,0.46,0.21,0.22,1.00,0.37,0.93,1.00,0.19,0.45,0.61,0.58,0.00,0.38,0.62,0.03,0.20,0.06,0.77
F1330_06_1_M.png,0.41,0.39,0.60,0.23,0.17,1.00,0.37,0.83,1.00,0.03,0.35,0.93,0.53,0.00,0.44,0.68,0.08,0.22,0.32,0.85
F1330_07_1_H.png,0.44,0.26,0.62,0.23,0.37,1.00,0.24,0.64,1.00,0.31,0.31,0.68,0.24,1.00,0.39,0.02,1.00,0.81,0.03,0.89
F1330_07_1_L.png,0.50,0.26,0.83,0.22,0.70,1.00,0.36,0.88,0.00,0.48,0.43,0.74,0.20,1.00,0.43,0.01,1.00,0.94,0.02,0.86
F1330_07_1_M.png,0.47,0.33,0.73,0.23,0.29,1.00,0.20,0.80,0.00,0.13,0.19,0.72,0.38,1.00,0.58,0.04,1.00,0.80,0.48,0.88
F1332_01_1_H.png,0.50,0.64,0.14,0.38,0.80,1.00,0.39,0.36,1.00,0.95,0.68,0.12,0.51,1.00,0.51,0.52,0.90,0.54,0.28,0.10
F1332_01_1_L.png,0.49,0.63,0.05,0.23,0.79,1.00,0.47,0.87,1.00,0.96,0.62,0.32,0.51,1.00,0.70,0.44,0.98,0.56,0.09,0.44
F1332_01_1_M.png,0.75,0.49,0.31,0.29,0.87,1.00,0.59,0.98,0.00,0.93,0.67,0.62,0.56,1.00,0.66,0.49,1.00,0.43,0.03,0.49
F1332_02_1_H.png,0.47,0.57,0.73,0.38,0.21,1.00,0.33,0.62,1.00,0.12,0.30,0.82,0.58,0.00,0.50,0.61,0.44,0.17,0.20,0.32
F1332_02_1_L.png,0.49,0.49,0.45,0.34,0.11,0.00,0.20,0.54,1.00,0.07,0.37,0.78,0.41,0.00,0.42,0.56,0.75,0.29,0.56,0.23
F1332_02_1_M.png,0.49,0.34,0.55,0.36,0.17,0.00,0.19,0.41,0.00,0.09,0.47,0.74,0.57,0.00,0.46,0.58,0.26,0.11,0.66,0.22
F1332_03_1_H.png,0.62,0.53,0.34,0.42,0.17,0.00,0.28,0.73,0.00,0.15,0.22,0.51,0.25,1.00,0.50,0.01,1.00,0.92,0.08,0.06
F1332_03_1_L.png,0.90,0.73,0.23,0.42,0.40,1.00,0.36,0.97,0.00,0.62,0.45,0.38,0.21,1.00,0.31,0.01,1.00,0.76,0.05,0.18
F1332_03_1_M.png,0.85,0.56,0.33,0.47,0.18,0.00,0.26,0.25,1.00,0.13,0.30,0.79,0.28,1.00,0.52,0.01,1.00,0.85,0.18,0.09
F1332_04_1_H.png,0.38,0.26,0.84,0.23,0.74,1.00,0.76,0.85,1.00,0.86,0.85,0.44,0.52,1.00,0.46,0.49,0.97,0.31,0.15,0.73
F1332_04_1_L.png,0.27,0.28,0.73,0.22,0.90,1.00,0.76,0.94,1.00,0.96,0.67,0.26,0.46,1.00,0.60,0.28,0.95,0.65,0.13,0.64
F1332_04_1_M.png,0.52,0.26,0.90,0.23,0.51,1.00,0.72,0.88,1.00,0.43,0.59,0.90,0.50,1.00,0.37,0.22,0.99,0.71,0.11,0.83
F1332_05_1_H.png,0.31,0.13,0.92,0.26,0.13,0.00,0.43,0.35,1.00,0.02,0.32,0.64,0.63,0.00,0.48,0.75,0.06,0.09,0.80,0.85
F1332_05_1_L.png,0.60,0.26,0.80,0.41,0.13,0.00,0.32,0.14,1.00,0.08,0.25,0.64,0.71,0.00,0.50,0.64,0.22,0.13,0.53,0.30
F1332_05_1_M.png,0.34,0.18,0.73,0.24,0.11,0.00,0.31,0.04,0.00,0.03,0.36,0.75,0.68,0.00,0.53,0.64,0.37,0.08,0.64,0.83
F1332_06_1_H.png,0.69,0.45,0.73,0.23,0.43,1.00,0.35,0.95,1.00,0.42,0.49,0.48,0.52,1.00,0.54,0.70,0.40,0.32,0.62,0.68
F1332_06_1_L.png,0.53,0.30,0.75,0.27,0.11,1.00,0.38,0.61,0.00,0.05,0.22,0.62,0.51,0.00,0.45,0.57,0.09,0.10,0.49,0.51
F1332_06_1_M.png,0.54,0.29,0.86,0.23,0.11,0.00,0.37,0.42,1.00,0.03,0.39,0.81,0.58,0.00,0.44,0.73,0.02,0.11,0.58,0.78
F1332_07_1_H.png,0.58,0.24,0.94,0.24,0.47,1.00,0.57,0.87,1.00,0.21,0.41,0.61,0.25,1.00,0.37,0.03,1.00,0.85,0.04,0.79
F1332_07_1_L.png,0.43,0.21,0.91,0.24,0.43,1.00,0.70,0.83,1.00,0.50,0.45,0.45,0.22,1.00,0.36,0.01,1.00,0.92,0.19,0.71
F1332_07_1_M.png,0.55,0.20,0.95,0.23,0.31,0.00,0.63,0.97,1.00,0.17,0.24,0.58,0.21,1.00,0.40,0.01,1.00,0.91,0.05,0.73
F1334_01_1_H.png,0.58,0.39,0.22,0.33,0.46,0.00,0.27,0.75,1.00,0.79,0.63,0.16,0.51,1.00,0.32,0.58,0.54,0.18,0.10,0.11
F1334_01_1_L.png,0.36,0.45,0.35,0.30,0.41,1.00,0.14,0.45,1.00,0.76,0.70,0.44,0.43,1.00,0.40,0.55,0.59,0.55,0.11,0.03
F1334_01_1_M.png,0.64,0.37,0.39,0.30,0.53,1.00,0.18,0.64,1.00,0.78,0.65,0.29,0.51,1.00,0.44,0.54,0.99,0.14,0.14,0.03
F1334_02_1_H.png,0.53,0.37,0.73,0.33,0.14,0.00,0.14,0.29,0.00,0.03,0.19,0.23,0.47,0.00,0.37,0.47,0.88,0.26,0.18,0.07
F1334_02_1_L.png,0.38,0.39,0.56,0.33,0.12,0.00,0.11,0.18,0.00,0.05,0.24,0.26,0.52,0.00,0.34,0.30,0.78,0.31,0.04,0.03
F1334_02_1_M.png,0.49,0.49,0.69,0.33,0.13,0.00,0.13,0.03,0.00,0.06,0.16,0.24,0.52,0.00,0.26,0.57,0.89,0.19,0.05,0.03
F1334_03_1_H.png,0.88,0.67,0.28,0.66,0.15,0.00,0.12,0.88,0.00,0.08,0.14,0.62,0.44,1.00,0.41,0.04,1.00,0.61,0.31,0.04
F1334_03_1_L.png,0.88,0.79,0.35,0.63,0.15,0.00,0.15,0.82,0.00,0.05,0.14,0.49,0.42,1.00,0.29,0.03,1.00,0.56,0.38,0.06
F1334_03_1_M.png,0.85,0.63,0.15,0.68,0.16,0.00,0.15,0.46,1.00,0.08,0.09,0.60,0.41,1.00,0.26,0.02,1.00,0.59,0.29,0.05
F1334_04_1_H.png,0.33,0.13,0.91,0.23,0.49,0.00,0.41,0.82,0.00,0.36,0.42,0.59,0.66,0.00,0.27,0.14,0.99,0.61,0.02,0.41
F1334_04_1_L.png,0.32,0.15,0.88,0.23,0.30,1.00,0.35,0.80,0.00,0.07,0.35,0.26,0.42,0.00,0.23,0.03,1.00,0.46,0.05,0.42
F1334_04_1_M.png,0.42,0.19,0.91,0.24,0.26,1.00,0.43,0.48,1.00,0.19,0.23,0.27,0.47,0.00,0.27,0.09,1.00,0.66,0.02,0.48
F1334_05_1_H.png,0.48,0.20,0.86,0.22,0.17,0.00,0.31,0.18,1.00,0.03,0.15,0.44,0.46,0.00,0.28,0.24,0.05,0.18,0.07,0.75
F1334_05_1_L.png,0.38,0.19,0.86,0.22,0.12,1.00,0.33,0.05,0.00,0.02,0.10,0.57,0.42,0.00,0.32,0.35,0.10,0.20,0.03,0.49
F1334_05_1_M.png,0.39,0.26,0.79,0.24,0.14,0.00,0.33,0.09,0.00,0.03,0.13,0.85,0.49,0.00,0.39,0.30,0.02,0.09,0.08,0.60
F1334_06_1_H.png,0.19,0.07,0.96,0.24,0.19,1.00,0.32,0.09,1.00,0.07,0.27,0.46,0.42,0.00,0.23,0.32,0.07,0.13,0.14,0.56
F1334_06_1_L.png,0.30,0.14,0.96,0.23,0.36,1.00,0.72,0.67,1.00,0.24,0.31,0.18,0.47,0.00,0.45,0.39,0.08,0.19,0.13,0.49
F1334_06_1_M.png,0.22,0.14,0.95,0.26,0.25,0.00,0.46,0.44,1.00,0.06,0.14,0.25,0.47,0.00,0.45,0.34,0.01,0.08,0.14,0.60
F1334_07_1_H.png,0.27,0.14,0.93,0.23,0.53,1.00,0.51,0.96,0.00,0.17,0.43,0.48,0.16,1.00,0.35,0.01,1.00,0.94,0.01,0.71
F1334_07_1_L.png,0.29,0.10,0.89,0.23,0.54,1.00,0.46,0.99,1.00,0.55,0.29,0.32,0.16,1.00,0.37,0.01,1.00,0.93,0.03,0.54
F1334_07_1_M.png,0.33,0.08,0.94,0.25,0.52,1.00,0.43,0.97,0.00,0.10,0.27,0.26,0.21,1.00,0.32,0.01,1.00,0.92,0.04,0.53
M1163_01_1_H.png,0.82,0.24,0.51,0.22,0.74,1.00,0.61,0.90,1.00,0.95,0.53,0.34,0.46,1.00,0.27,0.04,1.00,0.22,0.01,0.79
M1163_01_1_L.png,0.74,0.51,0.47,0.22,0.69,1.00,0.43,0.93,1.00,0.77,0.71,0.19,0.52,1.00,0.30,0.34,0.92,0.44,0.04,0.64
M1163_01_1_M.png,0.73,0.28,0.44,0.22,0.77,1.00,0.38,0.94,1.00,0.87,0.73,0.36,0.43,1.00,0.29,0.02,1.00,0.65,0.02,0.64
M1163_02_1_H.png,0.67,0.26,0.20,0.22,0.17,0.00,0.18,0.01,1.00,0.04,0.11,0.15,0.46,0.00,0.19,0.06,0.76,0.83,0.13,0.45
M1163_02_1_L.png,0.59,0.23,0.47,0.21,0.14,0.00,0.14,0.00,1.00,0.05,0.13,0.04,0.46,0.00,0.13,0.04,0.93,0.79,0.14,0.51
M1163_02_1_M.png,0.58,0.19,0.42,0.22,0.13,0.00,0.17,0.00,1.00,0.04,0.07,0.10,0.49,0.00,0.11,0.05,0.96,0.66,0.06,0.45
M1163_03_1_H.png,0.84,0.57,0.17,0.39,0.19,0.00,0.15,0.02,0.00,0.09,0.11,0.21,0.25,1.00,0.35,0.01,1.00,0.64,0.06,0.10
M1163_03_1_L.png,0.89,0.47,0.56,0.46,0.20,0.00,0.17,0.02,0.00,0.12,0.20,0.67,0.31,1.00,0.35,0.01,1.00,0.70,0.07,0.11
M1163_03_1_M.png,0.86,0.40,0.37,0.62,0.16,0.00,0.15,0.06,0.00,0.12,0.15,0.15,0.26,1.00,0.42,0.01,1.00,0.68,0.03,0.07
M1163_04_1_H.png,0.22,0.07,0.98,0.22,0.44,1.00,0.36,0.34,1.00,0.32,0.40,0.32,0.44,1.00,0.14,0.03,0.99,0.21,0.02,0.81
M1163_04_1_L.png,0.20,0.06,0.98,0.21,0.50,1.00,0.39,0.45,1.00,0.49,0.48,0.46,0.35,1.00,0.16,0.02,1.00,0.22,0.02,0.88
M1163_04_1_M.png,0.21,0.14,0.94,0.21,0.58,1.00,0.48,0.89,1.00,0.71,0.65,0.54,0.36,1.00,0.21,0.02,1.00,0.40,0.05,0.85
M1163_05_1_H.png,0.26,0.10,0.94,0.23,0.10,0.00,0.23,0.02,0.00,0.02,0.09,0.27,0.54,0.00,0.11,0.26,0.53,0.12,0.09,0.79
M1163_05_1_L.png,0.40,0.06,0.92,0.22,0.19,0.00,0.33,0.07,1.00,0.04,0.18,0.56,0.70,0.00,0.16,0.46,0.01,0.15,0.11,0.92
M1163_05_1_M.png,0.37,0.13,0.91,0.21,0.12,0.00,0.25,0.04,0.00,0.02,0.08,0.39,0.51,0.00,0.11,0.19,0.94,0.17,0.03,0.86
M1163_06_1_H.png,0.24,0.07,0.92,0.22,0.39,1.00,0.45,0.28,1.00,0.47,0.36,0.48,0.57,0.00,0.66,0.40,0.99,0.57,0.04,0.85
M1163_06_1_L.png,0.24,0.04,0.98,0.22,0.51,1.00,0.72,0.01,1.00,0.45,0.31,0.46,0.54,0.00,0.34,0.30,0.99,0.28,0.03,0.89
M1163_06_1_M.png,0.20,0.06,0.98,0.22,0.60,1.00,0.70,0.53,1.00,0.74,0.48,0.27,0.61,1.00,0.23,0.53,1.00,0.71,0.01,0.89
M1163_07_1_H.png,0.23,0.12,0.97,0.22,0.51,1.00,0.39,0.24,0.00,0.23,0.35,0.10,0.24,1.00,0.17,0.01,1.00,0.70,0.02,0.89
M1163_07_1_L.png,0.26,0.10,0.99,0.21,0.59,1.00,0.38,0.78,1.00,0.17,0.32,0.19,0.23,1.00,0.20,0.01,1.00,0.76,0.03,0.86
M1163_07_1_M.png,0.34,0.10,0.95,0.23,0.39,1.00,0.35,0.81,1.00,0.14,0.28,0.13,0.29,1.00,0.20,0.01,1.00,0.77,0.01,0.88
M1164_01_1_H.png,0.35,0.20,0.60,0.22,0.80,1.00,0.60,0.89,1.00,0.94,0.51,0.16,0.47,1.00,0.61,0.13,0.95,0.43,0.12,0.62
M1164_01_1_L.png,0.53,0.41,0.34,0.22,0.79,1.00,0.74,0.91,1.00,0.93,0.31,0.07,0.41,1.00,0.50,0.16,1.00,0.45,0.21,0.51
M1164_01_1_M.png,0.32,0.16,0.51,0.21,0.83,1.00,0.67,0.78,1.00,0.95,0.71,0.13,0.38,1.00,0.53,0.11,1.00,0.71,0.03,0.76
M1164_02_1_H.png,0.50,0.32,0.70,0.23,0.13,1.00,0.27,0.33,0.00,0.02,0.21,0.88,0.64,0.00,0.52,0.57,0.06,0.18,0.08,0.71
M1164_02_1_L.png,0.62,0.31,0.55,0.29,0.09,0.00,0.22,0.55,0.00,0.03,0.24,0.58,0.49,1.00,0.52,0.49,0.74,0.37,0.14,0.65
M1164_02_1_M.png,0.42,0.25,0.69,0.23,0.12,1.00,0.29,0.64,1.00,0.02,0.14,0.70,0.50,0.00,0.57,0.54,0.96,0.26,0.39,0.77
M1164_03_1_H.png,0.65,0.50,0.66,0.39,0.19,0.00,0.16,0.92,0.00,0.08,0.15,0.80,0.44,1.00,0.55,0.01,1.00,0.79,0.13,0.07
M1164_03_1_L.png,0.77,0.65,0.53,0.45,0.16,0.00,0.15,0.46,0.00,0.06,0.12,0.79,0.38,1.00,0.55,0.05,1.00,0.68,0.21,0.03
M1164_03_1_M.png,0.75,0.41,0.68,0.41,0.16,0.00,0.27,0.98,0.00,0.05,0.13,0.74,0.38,1.00,0.64,0.02,1.00,0.84,0.11,0.07
M1164_04_1_H.png,0.52,0.18,0.95,0.24,0.12,1.00,0.56,0.69,0.00,0.02,0.18,0.74,0.57,0.00,0.51,0.49,0.84,0.37,0.34,0.87
M1164_04_1_L.png,0.52,0.17,0.96,0.25,0.34,1.00,0.85,0.95,0.00,0.12,0.41,0.91,0.61,1.00,0.62,0.38,1.00,0.79,0.11,0.76
M1164_04_1_M.png,0.40,0.13,0.95,0.23,0.45,1.00,0.64,0.93,0.00,0.38,0.49,0.55,0.66,1.00,0.50,0.19,0.99,0.55,0.04,0.80
M1164_05_1_H.png,0.42,0.11,0.92,0.26,0.07,1.00,0.50,0.31,0.00,0.02,0.16,0.91,0.46,0.00,0.54,0.76,0.36,0.09,0.42,0.85
M1164_05_1_L.png,0.47,0.22,0.93,0.26,0.09,1.00,0.56,0.13,1.00,0.02,0.17,0.68,0.49,1.00,0.51,0.44,0.82,0.33,0.07,0.81
M1164_05_1_M.png,0.48,0.22,0.88,0.26,0.11,1.00,0.51,0.37,0.00,0.02,0.21,0.64,0.63,1.00,0.53,0.70,0.88,0.35,0.46,0.70
M1164_06_1_H.png,0.50,0.23,0.93,0.24,0.12,0.00,0.53,0.81,1.00,0.03,0.18,0.89,0.45,0.00,0.58,0.61,0.54,0.12,0.15,0.88
M1164_06_1_L.png,0.38,0.24,0.94,0.27,0.18,1.00,0.61,0.42,1.00,0.04,0.29,0.94,0.62,0.00,0.50,0.43,0.40,0.36,0.23,0.69
M1164_06_1_M.png,0.46,0.30,0.94,0.24,0.19,1.00,0.66,0.14,1.00,0.06,0.20,0.84,0.62,0.00,0.57,0.76,0.28,0.19,0.30,0.82
M1164_07_1_H.png,0.48,0.17,0.90,0.24,0.33,1.00,0.58,0.99,0.00,0.08,0.13,0.58,0.25,1.00,0.33,0.01,1.00,0.96,0.03,0.83
M1164_07_1_L.png,0.43,0.28,0.93,0.24,0.35,1.00,0.66,0.82,1.00,0.08,0.13,0.66,0.23,1.00,0.44,0.01,1.00,0.85,0.06,0.84
M1164_07_1_M.png,0.52,0.29,0.84,0.23,0.41,0.00,0.50,0.99,1.00,0.16,0.24,0.59,0.25,1.00,0.45,0.01,1.00,0.86,0.06,0.84
M1166_01_1_H.png,0.76,0.53,0.05,0.38,0.10,0.00,0.18,0.63,0.00,0.05,0.58,0.73,0.57,0.00,0.58,0.78,0.05,0.19,0.71,0.14
M1166_01_1_L.png,0.48,0.60,0.23,0.23,0.33,0.00,0.46,0.06,0.00,0.37,0.54,0.35,0.43,1.00,0.42,0.58,0.04,0.27,0.32,0.44
M1166_01_1_M.png,0.72,0.70,0.20,0.32,0.22,0.00,0.34,0.66,0.00,0.30,0.60,0.61,0.50,0.00,0.62,0.72,0.71,0.53,0.45,0.26
M1166_02_1_H.png,0.51,0.27,0.13,0.29,0.06,0.00,0.14,0.22,0.00,0.04,0.20,0.42,0.34,1.00,0.48,0.14,0.73,0.54,0.25,0.53
M1166_02_1_L.png,0.46,0.38,0.39,0.25,0.10,0.00,0.26,0.03,0.00,0.05,0.17,0.54,0.56,0.00,0.23,0.29,0.41,0.19,0.14,0.52
M1166_02_1_M.png,0.46,0.30,0.65,0.23,0.09,0.00,0.21,0.15,0.00,0.05,0.19,0.56,0.52,0.00,0.26,0.19,0.97,0.25,0.04,0.60
M1166_03_1_H.png,0.91,0.82,0.18,0.61,0.07,0.00,0.13,0.80,1.00,0.07,0.18,0.58,0.34,1.00,0.73,0.05,1.00,0.82,0.13,0.05
M1166_03_1_L.png,0.91,0.85,0.08,0.68,0.13,0.00,0.12,0.23,0.00,0.05,0.16,0.40,0.36,1.00,0.47,0.03,1.00,0.75,0.26,0.08
M1166_03_1_M.png,0.84,0.67,0.17,0.62,0.16,0.00,0.18,0.04,1.00,0.18,0.19,0.47,0.45,1.00,0.51,0.03,1.00,0.85,0.24,0.06
M1166_04_1_H.png,0.53,0.25,0.89,0.31,0.45,1.00,0.66,0.96,0.00,0.44,0.59,0.70,0.27,1.00,0.55,0.03,1.00,0.76,0.04,0.38
M1166_04_1_L.png,0.35,0.23,0.95,0.24,0.31,0.00,0.51,0.48,0.00,0.21,0.21,0.82,0.38,1.00,0.34,0.01,1.00,0.94,0.06,0.60
M1166_04_1_M.png,0.52,0.16,0.92,0.25,0.38,1.00,0.39,0.53,0.00,0.23,0.47,0.61,0.32,1.00,0.53,0.02,1.00,0.89,0.02,0.69
M1166_05_1_H.png,0.35,0.19,0.66,0.24,0.12,0.00,0.33,0.05,0.00,0.04,0.43,0.34,0.58,0.00,0.35,0.73,0.34,0.10,0.12,0.76
M1166_05_1_L.png,0.34,0.20,0.88,0.22,0.12,1.00,0.37,0.03,0.00,0.04,0.27,0.54,0.64,0.00,0.19,0.57,0.02,0.12,0.13,0.84
M1166_05_1_M.png,0.27,0.23,0.73,0.23,0.15,0.00,0.27,0.22,0.00,0.04,0.21,0.59,0.55,0.00,0.20,0.56,0.39,0.16,0.10,0.79
M1166_06_1_H.png,0.51,0.18,0.77,0.28,0.11,0.00,0.23,0.21,0.00,0.04,0.23,0.84,0.54,0.00,0.41,0.55,0.76,0.18,0.07,0.62
M1166_06_1_L.png,0.56,0.17,0.91,0.24,0.13,0.00,0.32,0.11,0.00,0.09,0.42,0.42,0.43,0.00,0.32,0.69,0.07,0.13,0.59,0.31
M1166_06_1_M.png,0.35,0.06,0.96,0.24,0.18,1.00,0.69,0.77,0.00,0.23,0.73,0.57,0.42,1.00,0.64,0.72,0.07,0.39,0.55,0.61
M1166_07_1_H.png,0.58,0.28,0.64,0.24,0.41,0.00,0.61,0.85,0.00,0.44,0.58,0.60,0.25,1.00,0.37,0.01,1.00,0.81,0.09,0.45
M1166_07_1_L.png,0.49,0.10,0.93,0.22,0.72,1.00,0.85,0.95,1.00,0.68,0.72,0.35,0.26,1.00,0.31,0.02,1.00,0.86,0.09,0.82
M1166_07_1_M.png,0.33,0.14,0.71,0.23,0.23,0.00,0.30,0.66,0.00,0.12,0.28,0.79,0.41,1.00,0.49,0.02,1.00,0.80,0.11,0.56
M1167_01_1_H.png,0.58,0.46,0.41,0.31,0.31,0.00,0.14,0.05,1.00,0.25,0.60,0.57,0.63,0.00,0.27,0.63,0.07,0.07,0.07,0.02
M1167_01_1_L.png,0.59,0.46,0.32,0.32,0.57,1.00,0.16,0.04,1.00,0.82,0.70,0.33,0.58,0.00,0.19,0.52,0.21,0.10,0.07,0.02
M1167_01_1_M.png,0.52,0.38,0.14,0.30,0.26,0.00,0.13,0.31,1.00,0.13,0.55,0.32,0.54,0.00,0.25,0.54,0.01,0.10,0.16,0.03
M1167_02_1_H.png,0.55,0.21,0.33,0.27,0.11,0.00,0.18,0.04,1.00,0.02,0.11,0.11,0.49,0.00,0.11,0.27,0.34,0.11,0.14,0.31
M1167_02_1_L.png,0.55,0.34,0.54,0.24,0.13,0.00,0.19,0.10,1.00,0.02,0.10,0.12,0.49,0.00,0.21,0.15,0.13,0.15,0.23,0.41
M1167_02_1_M.png,0.57,0.25,0.55,0.25,0.13,0.00,0.20,0.14,0.00,0.02,0.13,0.22,0.57,0.00,0.21,0.29,0.53,0.08,0.09,0.54
M1167_03_1_H.png,0.86,0.41,0.40,0.28,0.22,0.00,0.16,0.04,0.00,0.06,0.13,0.49,0.37,1.00,0.41,0.02,1.00,0.84,0.02,0.86
M1167_03_1_L.png,0.91,0.69,0.26,0.43,0.17,0.00,0.25,0.00,0.00,0.05,0.18,0.21,0.23,1.00,0.43,0.01,1.00,0.83,0.08,0.19
M1167_03_1_M.png,0.86,0.50,0.29,0.28,0.23,0.00,0.19,0.04,0.00,0.13,0.17,0.24,0.22,1.00,0.52,0.01,1.00,0.81,0.18,0.77
M1167_04_1_H.png,0.24,0.07,0.95,0.23,0.25,0.00,0.41,0.65,0.00,0.02,0.19,0.11,0.44,0.00,0.10,0.03,1.00,0.46,0.03,0.86
M1167_04_1_L.png,0.34,0.10,0.96,0.23,0.20,0.00,0.36,0.66,0.00,0.02,0.15,0.29,0.47,0.00,0.21,0.03,0.99,0.50,0.07,0.82
M1167_04_1_M.png,0.30,0.08,0.93,0.23,0.16,0.00,0.33,0.22,0.00,0.02,0.24,0.20,0.42,0.00,0.26,0.02,0.99,0.43,0.03,0.80
M1167_05_1_H.png,0.45,0.14,0.64,0.22,0.15,0.00,0.18,0.41,0.00,0.03,0.20,0.09,0.58,0.00,0.18,0.10,0.80,0.10,0.02,0.45
M1167_05_1_L.png,0.32,0.08,0.82,0.24,0.15,0.00,0.23,0.18,0.00,0.02,0.15,0.14,0.50,0.00,0.14,0.10,0.96,0.18,0.03,0.68
M1167_05_1_M.png,0.41,0.13,0.73,0.23,0.15,0.00,0.20,0.16,0.00,0.01,0.13,0.09,0.58,0.00,0.13,0.28,0.47,0.10,0.03,0.82
M1167_06_1_H.png,0.28,0.11,0.96,0.24,0.16,1.00,0.37,0.19,0.00,0.03,0.21,0.29,0.56,0.00,0.12,0.43,0.12,0.11,0.10,0.81
M1167_06_1_L.png,0.24,0.08,0.97,0.23,0.18,1.00,0.34,0.80,0.00,0.02,0.30,0.26,0.48,0.00,0.11,0.34,0.23,0.08,0.12,0.75
M1167_06_1_M.png,0.27,0.07,0.95,0.22,0.18,0.00,0.42,0.13,1.00,0.09,0.28,0.46,0.40,0.00,0.06,0.20,0.36,0.18,0.08,0.67
M1167_07_1_H.png,0.32,0.07,0.97,0.24,0.26,1.00,0.46,0.48,1.00,0.02,0.15,0.09,0.33,1.00,0.36,0.03,1.00,0.64,0.02,0.84
M1167_07_1_L.png,0.37,0.17,0.91,0.28,0.27,1.00,0.33,0.09,1.00,0.11,0.19,0.24,0.25,1.00,0.50,0.01,1.00,0.87,0.03,0.87
M1167_07_1_M.png,0.36,0.14,0.93,0.25,0.32,1.00,0.48,0.16,0.00,0.25,0.16,0.25,0.24,1.00,0.60,0.01,1.00,0.95,0.06,0.89
M1168_01_1_H.png,0.80,0.43,0.60,0.22,0.91,1.00,0.61,0.99,1.00,0.98,0.71,0.45,0.24,1.00,0.32,0.01,1.00,0.62,0.02,0.72
M1168_01_1_L.png,0.60,0.40,0.31,0.22,0.88,1.00,0.64,0.96,1.00,0.94,0.78,0.43,0.24,1.00,0.23,0.01,1.00,0.91,0.04,0.78
M1168_01_1_M.png,0.68,0.43,0.35,0.22,0.90,1.00,0.67,0.96,1.00,0.98,0.77,0.70,0.26,1.00,0.26,0.01,1.00,0.81,0.01,0.85
M1168_02_1_H.png,0.76,0.28,0.32,0.26,0.10,0.00,0.17,0.16,0.00,0.02,0.08,0.23,0.54,0.00,0.30,0.14,0.27,0.24,0.05,0.68
M1168_02_1_L.png,0.59,0.39,0.55,0.22,0.11,0.00,0.29,0.54,0.00,0.03,0.12,0.40,0.51,0.00,0.31,0.11,0.10,0.18,0.04,0.59
M1168_02_1_M.png,0.72,0.33,0.59,0.23,0.11,0.00,0.32,0.03,0.00,0.02,0.14,0.28,0.48,0.00,0.43,0.15,0.82,0.14,0.09,0.71
M1168_03_1_H.png,0.86,0.44,0.50,0.25,0.31,1.00,0.31,0.01,1.00,0.17,0.15,0.24,0.25,1.00,0.41,0.01,1.00,0.91,0.12,0.76
M1168_03_1_L.png,0.85,0.41,0.23,0.26,0.27,1.00,0.28,0.13,1.00,0.06,0.21,0.34,0.27,1.00,0.50,0.01,1.00,0.84,0.09,0.74
M1168_03_1_M.png,0.86,0.37,0.37,0.41,0.23,1.00,0.34,0.03,0.00,0.08,0.10,0.31,0.33,1.00,0.55,0.02,1.00,0.79,0.13,0.34
M1168_04_1_H.png,0.64,0.20,0.68,0.24,0.12,0.00,0.40,0.03,0.00,0.04,0.24,0.67,0.59,0.00,0.43,0.07,0.90,0.49,0.11,0.85
M1168_04_1_L.png,0.49,0.28,0.79,0.22,0.66,1.00,0.79,0.97,0.00,0.57,0.63,0.74,0.44,1.00,0.40,0.01,1.00,0.59,0.02,0.76
M1168_04_1_M.png,0.72,0.22,0.72,0.23,0.22,0.00,0.34,0.91,0.00,0.17,0.50,0.80,0.58,1.00,0.40,0.07,1.00,0.59,0.05,0.72
M1168_05_1_H.png,0.77,0.53,0.41,0.23,0.12,0.00,0.20,0.01,0.00,0.02,0.10,0.11,0.58,0.00,0.27,0.24,0.31,0.18,0.16,0.71
M1168_05_1_L.png,0.57,0.28,0.32,0.21,0.12,0.00,0.22,0.10,0.00,0.05,0.14,0.23,0.72,0.00,0.47,0.34,0.46,0.24,0.17,0.80
M1168_05_1_M.png,0.56,0.28,0.86,0.23,0.12,0.00,0.25,0.05,1.00,0.03,0.11,0.21,0.55,0.00,0.37,0.25,0.75,0.29,0.22,0.84
M1168_06_1_H.png,0.62,0.49,0.73,0.24,0.12,1.00,0.42,0.23,1.00,0.06,0.45,0.78,0.67,0.00,0.58,0.83,0.01,0.10,0.75,0.87
M1168_06_1_L.png,0.42,0.21,0.90,0.22,0.13,0.00,0.31,0.37,0.00,0.03,0.19,0.32,0.67,0.00,0.40,0.57,0.02,0.20,0.28,0.71
